,nets
0,113
1,83
2,154
3,149
4,257
5,90
6,68
7,55
8,172
9,233
10,25
11,134
12,150
13,151
14,102
15,129
16,28
17,230
18,218
19,6
20,245
21,289
22,176
23,185
24,180
25,43
26,8
27,87
28,221
29,3
30,191
31,64
32,120
33,104
34,4
35,297
36,38
37,106
38,158
39,88
40,186
41,76
42,175
43,290
44,69
45,82
46,160
47,159
48,58
49,246
50,251
51,51
52,22
53,277
54,142
55,115
56,223
57,14
58,169
59,101
60,287
61,85
62,292
63,295
64,212
65,215
66,263
67,145
68,285
69,190
70,286
71,60
72,84
73,177
74,250
75,241
76,255
77,281
78,138
79,262
80,146
81,67
82,80
83,136
84,181
85,183
86,132
87,296
88,189
