,nets
0,248
1,175
2,33
3,172
4,205
5,89
6,268
7,201
8,278
9,88
10,59
11,165
12,159
13,30
14,265
15,254
16,270
17,266
18,223
19,77
20,103
21,90
22,299
23,141
24,105
25,66
26,128
27,290
28,27
29,259
30,222
31,81
32,98
33,85
34,275
35,142
36,204
37,135
38,274
39,263
40,292
41,280
42,211
43,133
44,227
45,43
46,273
47,279
48,147
49,71
50,152
51,247
52,260
53,229
54,16
55,262
56,191
57,20
58,163
59,83
60,23
61,232
62,29
63,19
64,1
65,26
66,283
67,55
68,53
69,148
70,244
71,255
72,46
73,52
74,96
75,294
76,284
77,208
78,183
79,146
80,139
81,289
82,49
83,3
84,116
85,181
