,nets
0,220
1,244
2,210
3,293
4,80
5,72
6,22
7,233
8,119
9,65
10,206
11,8
12,147
13,287
14,48
15,124
16,43
17,39
18,1
19,158
20,66
21,265
22,264
23,6
24,118
25,24
26,96
27,262
28,278
29,209
30,260
31,93
32,88
33,202
34,89
35,50
36,193
37,92
38,188
39,17
40,123
41,162
42,60
43,12
44,33
45,295
46,143
47,231
48,134
49,229
50,68
51,135
52,270
53,177
54,159
55,258
56,57
57,151
58,240
59,245
60,58
61,110
62,279
63,272
64,182
65,216
66,90
67,239
68,142
69,116
70,189
71,148
72,78
73,146
74,40
75,9
76,214
77,84
78,46
79,52
80,45
81,149
82,130
83,117
