,nets
0,43
1,61
2,107
3,72
4,134
5,229
6,91
7,101
8,242
9,241
10,47
11,116
12,60
13,119
14,285
15,105
16,150
17,29
18,165
19,246
20,215
21,144
22,249
23,239
24,190
25,237
26,158
27,27
28,52
29,256
30,271
31,248
32,253
33,277
34,232
35,114
36,293
37,78
38,275
39,35
40,41
41,226
42,183
43,145
44,161
45,296
46,201
47,194
48,62
49,214
50,164
51,216
52,197
53,180
54,113
55,272
56,186
57,148
58,58
59,281
60,181
61,120
62,262
63,92
64,274
65,172
66,219
67,155
68,279
69,82
70,193
71,77
72,20
73,152
74,149
75,166
76,264
77,123
78,95
79,286
80,295
81,276
82,299
83,32
84,137
85,106
86,176
87,252
88,96
89,234
90,36
91,141
92,205
93,57
94,25
