,nets
0,182
1,7
2,208
3,51
4,231
5,95
6,242
7,262
8,259
9,50
10,265
11,224
12,25
13,272
14,48
15,275
16,187
17,56
18,201
19,145
20,165
21,53
22,160
23,112
24,190
25,237
26,297
27,186
28,127
29,260
30,103
31,166
32,42
33,258
34,267
35,75
36,291
37,41
38,49
39,60
40,230
41,218
42,277
43,4
44,82
45,105
46,177
47,108
48,61
49,271
50,55
51,199
52,195
53,33
54,179
55,175
56,209
57,142
58,229
59,100
60,270
61,45
62,90
63,23
64,71
65,276
66,213
67,238
68,113
69,66
70,281
71,248
72,125
73,207
74,47
75,161
76,62
77,184
78,290
79,35
80,139
81,132
82,294
83,9
84,32
85,286
86,12
87,188
88,250
89,52
90,77
91,147
92,85
93,114
