,nets
0,131
1,87
2,35
3,9
4,189
5,83
6,293
7,13
8,223
9,63
10,120
11,277
12,298
13,185
14,123
15,218
16,97
17,36
18,126
19,26
20,165
21,127
22,60
23,291
24,90
25,130
26,204
27,67
28,215
29,150
30,115
31,86
32,216
33,39
34,233
35,59
36,272
37,157
38,279
39,5
40,242
41,235
42,84
43,207
44,200
45,34
46,226
47,254
48,212
49,7
50,187
51,256
52,286
53,110
54,276
55,94
56,76
57,236
58,205
59,51
60,210
61,148
62,61
63,112
64,257
65,8
66,154
67,177
68,300
69,2
70,193
71,292
72,151
73,197
74,143
75,79
76,247
77,57
78,245
79,163
80,258
81,227
82,68
83,70
84,75
85,74
86,158
87,243
88,275
89,224
90,3
91,82
92,251
93,78
94,99
95,42
96,137
