,nets
0,255
1,157
2,237
3,81
4,2
5,300
6,82
7,182
8,101
9,112
10,287
11,194
12,17
13,198
14,95
15,267
16,250
17,37
18,203
19,73
20,79
21,248
22,53
23,178
24,143
25,253
26,171
27,229
28,213
29,215
30,214
31,169
32,254
33,3
34,25
35,188
36,288
37,279
38,8
39,149
40,74
41,176
42,138
43,193
44,273
45,236
46,148
47,102
48,280
49,65
50,289
51,34
52,210
53,266
54,252
55,199
56,44
57,297
58,216
59,261
60,130
61,48
62,197
63,286
64,88
65,66
66,27
67,208
68,295
69,207
70,189
71,137
72,16
73,290
74,54
75,191
