,nets
0,96
1,30
2,25
3,175
4,128
5,38
6,88
7,195
8,274
9,250
10,127
11,199
12,289
13,216
14,152
15,140
16,169
17,256
18,136
19,145
20,281
21,259
22,45
23,21
24,69
25,2
26,100
27,93
28,105
29,51
30,77
31,24
32,97
33,228
34,247
35,83
36,60
37,170
38,253
39,114
40,87
41,255
42,131
43,18
44,121
45,120
46,103
47,288
48,262
49,22
50,236
51,15
52,13
53,194
54,263
55,240
56,68
57,293
58,297
59,3
60,56
61,241
62,248
63,208
64,197
65,17
66,134
67,82
68,227
69,254
70,5
71,187
72,206
73,158
74,232
75,33
76,29
77,14
78,147
79,49
80,23
81,296
82,117
83,220
84,118
85,219
86,119
87,137
88,95
89,109
90,267
