,nets
0,72
1,11
2,277
3,129
4,232
5,263
6,79
7,255
8,188
9,242
10,87
11,175
12,249
13,108
14,297
15,71
16,54
17,222
18,48
19,38
20,241
21,55
22,286
23,291
24,180
25,166
26,218
27,271
28,92
29,142
30,213
31,296
32,190
33,162
34,19
35,254
36,173
37,204
38,60
39,57
40,191
41,211
42,165
43,95
44,244
45,197
46,16
47,66
48,94
49,107
50,62
51,42
52,220
53,113
54,27
55,199
56,258
57,35
58,168
59,225
60,214
61,74
62,179
63,239
64,2
65,169
66,39
67,21
68,69
69,289
70,155
71,9
72,121
73,4
74,134
75,150
76,208
77,125
78,261
79,238
80,122
81,243
82,17
83,43
84,18
85,201
86,147
87,109
88,227
89,133
90,44
91,77
92,141
93,82
94,228
95,144
96,53
97,151
98,26
