,nets
0,178
1,37
2,140
3,28
4,260
5,259
6,129
7,138
8,93
9,148
10,183
11,170
12,85
13,48
14,297
15,228
16,164
17,133
18,76
19,243
20,58
21,116
22,132
23,216
24,238
25,105
26,165
27,98
28,207
29,157
30,81
31,158
32,203
33,7
34,201
35,6
36,34
37,65
38,153
39,11
40,210
41,251
42,9
43,271
44,66
45,54
46,245
47,162
48,212
49,71
50,248
51,277
52,287
53,198
54,174
55,254
56,3
57,101
58,221
59,175
60,253
61,25
62,229
63,91
64,99
65,215
66,161
67,109
68,84
69,281
70,149
71,59
72,75
73,26
74,80
75,257
76,234
77,242
78,289
79,51
80,224
81,288
82,23
83,181
84,50
85,239
86,236
87,169
