,nets
0,74
1,246
2,201
3,75
4,158
5,121
6,40
7,155
8,127
9,165
10,275
11,212
12,26
13,126
14,103
15,52
16,196
17,299
18,138
19,193
20,197
21,244
22,110
23,185
24,87
25,117
26,66
27,133
28,220
29,167
30,97
31,134
32,22
33,188
34,43
35,216
36,137
37,231
38,257
39,29
40,78
41,120
42,88
43,23
44,259
45,251
46,177
47,122
48,283
49,50
50,114
51,160
52,190
53,230
54,136
55,184
56,274
57,254
58,292
59,161
60,290
61,289
62,130
63,195
64,119
65,224
66,105
67,46
68,203
69,198
70,65
71,199
72,239
73,128
74,5
75,47
76,300
77,151
78,176
79,11
80,235
81,189
