,nets
0,144
1,275
2,17
3,213
4,91
5,189
6,133
7,272
8,11
9,80
10,203
11,217
12,280
13,54
14,75
15,223
16,231
17,103
18,154
19,78
20,201
21,2
22,157
23,274
24,197
25,44
26,290
27,95
28,185
29,59
30,242
31,207
32,225
33,50
34,247
35,1
36,34
37,99
38,191
39,69
40,211
41,159
42,263
43,261
44,179
45,256
46,234
47,39
48,18
49,216
50,104
51,265
52,153
53,21
54,177
55,8
56,108
57,188
58,26
59,240
60,14
61,16
62,295
63,150
64,208
65,218
66,117
67,15
68,257
69,297
70,299
71,176
72,175
73,142
74,134
75,165
76,168
77,48
78,195
79,137
80,130
81,192
82,28
83,156
84,46
85,98
86,65
87,86
88,58
