,nets
0,261
1,57
2,32
3,75
4,293
5,291
6,223
7,108
8,52
9,17
10,209
11,81
12,122
13,118
14,300
15,93
16,19
17,255
18,76
19,70
20,178
21,92
22,104
23,121
24,107
25,129
26,278
27,211
28,27
29,53
30,231
31,111
32,84
33,171
34,166
35,186
36,225
37,69
38,51
39,243
40,60
41,82
42,199
43,237
44,103
45,170
46,169
47,97
48,138
49,242
50,46
51,130
52,115
53,272
54,185
55,12
56,85
57,5
58,101
59,28
60,61
61,232
62,114
63,215
64,217
65,162
66,110
67,167
68,280
69,238
70,2
71,286
72,164
73,158
74,298
75,68
76,4
77,198
78,247
79,11
80,29
