,nets
0,276
1,207
2,101
3,296
4,109
5,124
6,88
7,151
8,300
9,45
10,189
11,15
12,11
13,268
14,234
15,22
16,284
17,27
18,222
19,156
20,219
21,233
22,290
23,59
24,28
25,75
26,80
27,105
28,73
29,47
30,200
31,17
32,6
33,82
34,277
35,150
36,146
37,169
38,90
39,272
40,123
41,93
42,5
43,137
44,176
45,255
46,270
47,216
48,60
49,44
50,132
51,89
52,10
53,81
54,112
55,212
56,53
57,29
58,114
59,84
60,299
61,198
62,2
63,154
64,143
65,3
66,269
67,188
68,83
69,197
70,20
71,121
72,119
73,52
74,78
75,23
76,21
77,70
78,194
79,203
80,120
81,254
82,87
83,13
84,115
85,196
86,108
87,230
88,178
89,41
90,7
91,245
