,nets
0,130
1,217
2,35
3,295
4,22
5,88
6,45
7,211
8,282
9,23
10,175
11,8
12,41
13,204
14,230
15,5
16,31
17,96
18,220
19,157
20,74
21,223
22,56
23,215
24,9
25,300
26,149
27,79
28,238
29,72
30,201
31,203
32,153
33,210
34,150
35,205
36,144
37,110
38,271
39,182
40,286
41,87
42,260
43,14
44,73
45,158
46,151
47,248
48,12
49,54
50,190
51,117
52,176
53,15
54,237
55,228
56,115
57,93
58,196
59,245
60,80
61,37
62,107
63,277
64,125
65,241
66,261
67,299
68,127
69,114
70,154
71,49
72,106
73,267
74,140
75,178
76,164
77,259
78,221
79,285
