,nets
0,293
1,253
2,218
3,256
4,13
5,6
6,83
7,160
8,252
9,243
10,76
11,260
12,26
13,91
14,125
15,138
16,24
17,172
18,193
19,195
20,162
21,45
22,44
23,209
24,169
25,47
26,8
27,137
28,190
29,30
30,53
31,283
32,65
33,124
34,246
35,144
36,200
37,170
38,40
39,50
40,120
41,106
42,204
43,244
44,98
45,142
46,183
47,29
48,12
49,268
50,81
51,133
52,86
53,225
54,140
55,92
56,117
57,112
58,64
59,100
60,205
61,166
62,157
63,108
64,82
65,259
66,103
67,174
68,165
69,201
70,128
71,234
72,118
73,58
74,206
75,210
76,221
77,231
78,48
79,251
80,69
81,10
82,114
83,288
84,213
85,72
86,85
87,4
