,nets
0,58
1,21
2,174
3,298
4,244
5,214
6,275
7,121
8,1
9,213
10,63
11,6
12,158
13,232
14,110
15,247
16,130
17,262
18,27
19,104
20,198
21,68
22,212
23,124
24,48
25,226
26,215
27,96
28,90
29,22
30,92
31,120
32,217
33,38
34,256
35,199
36,115
37,32
38,17
39,291
40,45
41,180
42,14
43,3
44,136
45,79
46,239
47,42
48,84
49,112
50,135
51,126
52,294
53,178
54,253
55,134
56,28
57,149
58,173
59,192
60,197
61,162
62,260
63,4
64,204
65,210
66,53
67,267
68,194
69,231
70,146
71,60
72,161
73,83
74,51
75,190
76,54
77,49
78,142
79,133
80,278
81,186
82,281
83,211
84,86
85,236
86,39
87,71
88,299
89,116
90,57
91,143
92,64
93,129
94,283
95,67
