,nets
0,111
1,157
2,134
3,237
4,67
5,214
6,89
7,162
8,56
9,124
10,250
11,18
12,80
13,168
14,2
15,132
16,3
17,51
18,165
19,28
20,296
21,63
22,171
23,11
24,152
25,123
26,66
27,190
28,39
29,60
30,22
31,34
32,105
33,149
34,249
35,55
36,260
37,69
38,213
39,107
40,77
41,247
42,23
43,41
44,259
45,12
46,158
47,253
48,207
49,73
50,36
51,177
52,232
53,70
54,234
55,222
56,110
57,53
58,116
59,275
60,184
61,155
62,201
63,244
64,6
65,255
66,38
67,138
68,95
69,248
70,151
71,46
72,122
73,181
74,261
75,153
76,175
77,240
78,229
79,24
80,100
81,294
82,147
83,215
84,1
85,119
