,nets
0,292
1,2
2,113
3,219
4,250
5,82
6,208
7,195
8,65
9,217
10,175
11,222
12,79
13,25
14,48
15,204
16,59
17,200
18,46
19,230
20,279
21,144
22,156
23,163
24,18
25,281
26,249
27,211
28,209
29,173
30,114
31,21
32,77
33,296
34,69
35,237
36,119
37,201
38,298
39,154
40,81
41,142
42,290
43,167
44,299
45,218
46,20
47,16
48,277
49,300
50,106
51,198
52,282
53,138
54,196
55,275
56,226
57,215
58,72
59,60
60,227
61,213
62,1
63,265
64,214
65,75
66,97
67,36
68,109
69,232
70,141
71,228
72,233
73,207
74,248
75,101
