,nets
0,209
1,81
2,262
3,145
4,131
5,188
6,195
7,3
8,183
9,82
10,271
11,94
12,200
13,107
14,23
15,179
16,178
17,45
18,250
19,65
20,169
21,55
22,269
23,172
24,12
25,154
26,16
27,34
28,232
29,52
30,1
31,226
32,274
33,98
34,158
35,58
36,83
37,258
38,284
39,198
40,122
41,201
42,64
43,212
44,21
45,291
46,91
47,108
48,78
49,153
50,294
51,20
52,192
53,287
54,151
55,24
56,85
57,275
58,115
59,37
60,105
61,150
62,6
63,120
64,174
65,293
66,146
67,270
68,245
69,89
70,38
71,10
72,166
73,186
74,288
75,229
76,123
77,159
78,222
79,93
80,196
81,216
82,42
