,nets
0,208
1,190
2,234
3,26
4,32
5,112
6,156
7,132
8,74
9,83
10,114
11,212
12,286
13,55
14,269
15,7
16,134
17,87
18,194
19,97
20,67
21,51
22,58
23,183
24,280
25,111
26,259
27,233
28,30
29,3
30,266
31,107
32,115
33,88
34,178
35,191
36,126
37,217
38,133
39,260
40,162
41,171
42,154
43,184
44,239
45,142
46,272
47,17
48,10
49,300
50,14
51,270
52,66
53,34
54,8
55,284
56,215
57,265
58,222
59,150
60,187
61,70
62,24
63,182
64,135
65,274
66,232
67,264
68,291
69,157
70,68
71,152
72,192
73,225
74,50
75,23
76,139
77,155
78,167
79,153
80,96
81,180
82,105
83,202
84,158
85,299
86,18
87,69
88,243
89,247
90,91
91,113
92,227
93,251
94,175
95,122
96,294
