,nets
0,79
1,133
2,81
3,98
4,71
5,244
6,19
7,67
8,293
9,270
10,84
11,247
12,190
13,275
14,104
15,221
16,250
17,228
18,237
19,101
20,175
21,97
22,263
23,58
24,201
25,74
26,186
27,130
28,60
29,155
30,262
31,9
32,206
33,6
34,80
35,267
36,200
37,102
38,61
39,65
40,119
41,280
42,117
43,285
44,123
45,222
46,153
47,231
48,152
49,45
50,278
51,63
52,246
53,296
54,44
55,238
56,86
57,168
58,211
59,140
60,198
61,290
62,41
63,223
64,177
65,232
66,243
67,147
68,149
69,25
70,55
71,286
72,15
73,208
74,124
75,234
76,27
