,nets
0,183
1,228
2,185
3,268
4,41
5,297
6,210
7,282
8,24
9,132
10,164
11,152
12,248
13,93
14,293
15,174
16,219
17,130
18,247
19,209
20,134
21,284
22,140
23,216
24,105
25,83
26,29
27,26
28,207
29,266
30,3
31,84
32,230
33,236
34,181
35,108
36,290
37,239
38,233
39,232
40,128
41,231
42,102
43,21
44,292
45,109
46,78
47,141
48,257
49,34
50,98
51,275
52,55
53,121
54,94
55,10
56,269
57,270
58,243
59,110
60,131
61,193
62,142
63,19
64,203
65,126
66,103
67,177
68,287
69,289
70,258
71,40
72,286
73,254
74,166
75,217
76,196
77,222
78,278
79,31
80,208
81,229
82,272
83,246
84,294
85,53
86,191
87,276
88,81
89,95
90,288
91,70
92,66
