,nets
0,79
1,139
2,169
3,204
4,98
5,38
6,127
7,179
8,105
9,162
10,221
11,218
12,5
13,163
14,44
15,112
16,81
17,284
18,21
19,132
20,118
21,67
22,252
23,254
24,48
25,196
26,17
27,62
28,102
29,56
30,25
31,100
32,10
33,150
34,32
35,198
36,251
37,297
38,89
39,246
40,292
41,276
42,290
43,213
44,126
45,69
46,172
47,143
48,49
49,286
50,12
51,203
52,202
53,2
54,94
55,55
56,269
57,153
58,156
59,68
60,285
61,289
62,152
63,71
64,159
65,88
66,197
67,133
68,11
69,106
70,110
71,240
72,144
73,93
74,167
75,267
76,117
77,77
78,223
79,266
80,29
81,141
82,39
83,1
84,299
85,282
86,146
87,84
88,242
89,259
