,nets
0,254
1,4
2,190
3,195
4,213
5,224
6,59
7,217
8,285
9,104
10,83
11,201
12,273
13,100
14,148
15,181
16,207
17,36
18,180
19,128
20,256
21,53
22,101
23,22
24,94
25,228
26,203
27,119
28,115
29,239
30,73
31,292
32,253
33,137
34,89
35,117
36,62
37,186
38,14
39,289
40,229
41,258
42,174
43,25
44,202
45,185
46,151
47,9
48,280
49,167
50,261
51,169
52,272
53,294
54,105
55,193
56,54
57,26
58,12
59,20
60,130
61,271
62,295
63,92
64,243
65,165
66,188
67,264
68,40
69,34
70,75
71,86
72,214
73,110
74,144
75,265
76,244
77,60
78,44
79,6
80,18
81,204
82,240
83,63
