,nets
0,246
1,154
2,189
3,166
4,216
5,230
6,90
7,228
8,84
9,132
10,296
11,34
12,133
13,148
14,168
15,66
16,39
17,103
18,165
19,49
20,251
21,279
22,213
23,21
24,32
25,226
26,87
27,92
28,80
29,207
30,120
31,16
32,187
33,237
34,275
35,191
36,206
37,135
38,58
39,159
40,182
41,142
42,260
43,214
44,220
45,155
46,62
47,1
48,198
49,81
50,276
51,74
52,129
53,100
54,294
55,250
56,97
57,107
58,10
59,119
60,15
61,98
62,173
63,23
64,195
65,197
66,30
67,235
68,272
69,257
70,209
71,229
72,171
73,130
74,281
75,146
76,70
77,217
78,283
79,143
80,215
81,256
82,176
83,115
84,299
