,nets
0,70
1,6
2,76
3,266
4,234
5,50
6,248
7,183
8,95
9,246
10,42
11,272
12,300
13,197
14,232
15,235
16,12
17,295
18,157
19,35
20,63
21,118
22,14
23,281
24,101
25,292
26,47
27,230
28,270
29,67
30,267
31,48
32,263
33,1
34,252
35,8
36,289
37,293
38,72
39,73
40,190
41,30
42,243
43,17
44,182
45,164
46,242
47,117
48,219
49,245
50,115
51,54
52,156
53,171
54,285
55,273
56,33
57,2
58,188
59,168
60,99
61,206
62,284
63,161
64,85
65,16
66,194
67,49
68,102
69,114
70,20
71,81
72,296
73,132
74,136
75,39
76,261
77,177
78,294
79,34
80,124
81,56
82,192
83,64
84,172
85,244
86,91
87,10
88,290
89,148
90,299
91,3
92,226
93,240
94,175
