,nets
0,269
1,141
2,138
3,172
4,280
5,14
6,198
7,171
8,170
9,184
10,70
11,167
12,206
13,52
14,42
15,106
16,276
17,283
18,56
19,3
20,294
21,12
22,200
23,91
24,192
25,194
26,109
27,277
28,77
29,159
30,129
31,215
32,137
33,178
34,9
35,97
36,58
37,220
38,79
39,82
40,17
41,99
42,296
43,190
44,275
45,175
46,108
47,287
48,217
49,94
50,207
51,251
52,202
53,45
54,236
55,36
56,8
57,286
58,136
59,143
60,151
61,26
62,6
63,86
64,105
65,260
66,274
67,284
68,113
69,133
70,270
71,61
72,250
73,189
74,290
75,83
76,257
77,90
78,226
79,10
80,261
81,34
82,295
83,35
84,40
85,293
86,59
87,169
88,19
89,218
90,110
91,205
92,149
93,152
