,x,y,class,realclass
64,0.9086961928615361,0.5872093167813265,0,1
282,0.43849403500074624,0.14203426006397502,1,1
96,0.6300640766411579,0.46488968292375543,0,1
80,0.024044327167412116,0.2296423052922314,0,1
280,0.09154557778026284,0.6422408600019854,0,0
58,0.9488936540796159,0.004626733445517783,0,1
98,0.7360628192277092,0.11298316278759424,0,1
194,0.3948054424265498,0.02261144050937558,1,1
122,0.31848873691996094,0.5511822065497508,1,0
208,0.06373439286187332,0.4494210417052549,0,0
16,0.9448645291386913,0.7336036291623412,1,0
128,0.7289548844129679,0.5148265315100035,0,1
238,0.28161150799896095,0.2625894601038208,0,0
238,0.28161150799896095,0.2625894601038208,0,0
168,0.27891151502184885,0.5371188867163268,0,0
102,0.4713286408490993,0.7133965525191511,1,0
284,0.7066532799987084,0.6181553632321857,0,0
288,0.7558073247125338,0.6961698939639795,0,0
232,0.07383187256388046,0.11182282737101068,1,1
186,0.16991116850832033,0.46679707295142014,0,0
254,0.8840192577172398,0.6587313130278549,0,0
260,0.5385745258637191,0.9475125287218711,0,0
64,0.9086961928615361,0.5872093167813265,0,1
112,0.37134026517980323,0.2984263029725157,1,0
50,0.2624955090882962,0.8982239174247237,1,0
8,0.22647529063859462,0.5162717339583857,1,0
248,0.6605199825386454,0.9958465332162223,0,0
208,0.06373439286187332,0.4494210417052549,0,0
138,0.5769339100426898,0.5544275369476837,1,0
230,0.9754936679436769,0.7453056896908391,0,0
206,0.1718836978822672,0.6492345863587997,0,0
142,0.4968525430015025,0.5930885375686544,1,0
36,0.4082342548346405,0.06524824771572624,0,1
94,0.8473875895186477,0.031624637048904725,0,1
26,0.47339708164816596,0.9795498501702998,1,0
168,0.27891151502184885,0.5371188867163268,0,0
258,0.6572855417491338,0.2557780228878952,1,1
244,0.7702579851524385,0.9830223698031771,0,0
118,0.8001111554969652,0.08302699694414073,0,1
80,0.024044327167412116,0.2296423052922314,0,1
64,0.9086961928615361,0.5872093167813265,0,1
272,0.19807283877751392,0.5098963406925424,0,0
256,0.36786588829053113,0.11234409283886526,1,1
30,0.028406023241866807,0.6606277463699036,1,0
98,0.7360628192277092,0.11298316278759424,0,1
146,0.06254653022966916,0.22297495824807512,0,1
148,0.07182774189393948,0.24988995169588002,0,1
284,0.7066532799987084,0.6181553632321857,0,0
14,0.6308905941545847,0.9026286172291513,1,0
30,0.028406023241866807,0.6606277463699036,1,0
124,0.8490165086112005,0.5400984871261633,0,1
94,0.8473875895186477,0.031624637048904725,0,1
126,0.2266001240055151,0.6060698069401663,1,0
30,0.028406023241866807,0.6606277463699036,1,0
122,0.31848873691996094,0.5511822065497508,1,0
152,0.7874182101095152,0.5025401511465452,1,1
246,0.31933024953544475,0.781621448412346,0,0
234,0.21444387792828123,0.41783226630655723,0,0
86,0.9757744817500839,0.49387382620889264,0,1
226,0.7292583276819877,0.4332156864578838,1,1
26,0.47339708164816596,0.9795498501702998,1,0
46,0.6681552358686719,0.43216195989740336,0,1
122,0.31848873691996094,0.5511822065497508,1,0
2,0.44791979980060215,0.5215678131773184,1,0
12,0.3873081336593579,0.49827767702492076,1,0
32,0.7062264858625882,0.12571439963003828,0,1
100,0.8660139862794075,0.5676536256200548,0,1
8,0.22647529063859462,0.5162717339583857,1,0
216,0.7875035828108031,0.20354174274502257,1,1
256,0.36786588829053113,0.11234409283886526,1,1
156,0.43929082745770964,0.2630753614553992,1,1
160,0.4136126112071822,0.5003343677331088,0,0
244,0.7702579851524385,0.9830223698031771,0,0
62,0.755152080700534,0.875259542353152,1,0
234,0.21444387792828123,0.41783226630655723,0,0
26,0.47339708164816596,0.9795498501702998,1,0
222,0.8512774309357568,0.6890743263961122,0,0
142,0.4968525430015025,0.5930885375686544,1,0
254,0.8840192577172398,0.6587313130278549,0,0
86,0.9757744817500839,0.49387382620889264,0,1
90,0.7643476469335556,0.8361746564526613,1,0
206,0.1718836978822672,0.6492345863587997,0,0
222,0.8512774309357568,0.6890743263961122,0,0
82,0.2564800508545525,0.4692623687856474,1,0
240,0.6509303884609012,0.5365565146046877,1,1
82,0.2564800508545525,0.4692623687856474,1,0
212,0.5864176206842636,0.5306941758848503,0,0
188,0.13001048954005956,0.5384903632462572,0,0
288,0.7558073247125338,0.6961698939639795,0,0
270,0.8654848980805689,0.4846352817613585,1,1
208,0.06373439286187332,0.4494210417052549,0,0
94,0.8473875895186477,0.031624637048904725,0,1
130,0.8088336208496899,0.45145732695778595,0,1
130,0.8088336208496899,0.45145732695778595,0,1
264,0.7233678217869768,0.8396916169681932,0,0
0,0.020960225406117416,0.023552504269606533,0,1
92,0.1588679040985248,0.20516984737099608,0,1
290,0.1810897985364458,0.31761137539519646,0,0
146,0.06254653022966916,0.22297495824807512,0,1
0,0.020960225406117416,0.023552504269606533,0,1
76,0.8978597303169521,0.9054730467657858,1,0
16,0.9448645291386913,0.7336036291623412,1,0
50,0.2624955090882962,0.8982239174247237,1,0
292,0.23707063768105796,0.31864132142340873,0,0
178,0.6110360575087446,0.7498092035637739,0,0
280,0.09154557778026284,0.6422408600019854,0,0
268,0.2256885899241391,0.2927614609219803,0,0
252,0.14058184109494154,0.7596164740893725,0,0
192,0.01703860249432665,0.9777097042625071,0,0
18,0.07616900754057931,0.44263978685120675,1,0
256,0.36786588829053113,0.11234409283886526,1,1
186,0.16991116850832033,0.46679707295142014,0,0
60,0.2555470463650257,0.7562156460506588,1,0
250,0.8191363703341931,0.4909568834770861,1,1
184,0.2429046998826756,0.20483671476815357,1,1
140,0.6811053320620737,0.37155492362436493,0,1
228,0.640158398178649,0.07378715420281678,1,1
164,0.24857983074451162,0.2787743567112133,0,0
114,0.894007253715493,0.505110614000583,0,1
60,0.2555470463650257,0.7562156460506588,1,0
272,0.19807283877751392,0.5098963406925424,0,0
50,0.2624955090882962,0.8982239174247237,1,0
280,0.09154557778026284,0.6422408600019854,0,0
