,x,y,class,realclass
46,0.6681552358686719,0.43216195989740336,0,1
150,0.9918999557552667,0.6737247713105368,0,0
110,0.8235890696917083,0.68049019621277,0,0
46,0.6681552358686719,0.43216195989740336,0,1
124,0.8490165086112005,0.5400984871261633,1,1
148,0.07182774189393948,0.24988995169588002,1,1
52,0.2719278374246771,0.5468530845492777,1,0
70,0.06203326777409135,0.6519463763828255,1,0
272,0.19807283877751392,0.5098963406925424,0,0
96,0.6300640766411579,0.46488968292375543,1,1
290,0.1810897985364458,0.31761137539519646,0,0
282,0.43849403500074624,0.14203426006397502,1,1
26,0.47339708164816596,0.9795498501702998,1,0
228,0.640158398178649,0.07378715420281678,1,1
70,0.06203326777409135,0.6519463763828255,1,0
252,0.14058184109494154,0.7596164740893725,0,0
54,0.5014738887016406,0.6857854504414365,1,0
152,0.7874182101095152,0.5025401511465452,1,1
100,0.8660139862794075,0.5676536256200548,1,1
8,0.22647529063859462,0.5162717339583857,1,0
68,0.9129793664968484,0.8489043287952692,1,0
218,0.33929441393784054,0.6687492734961009,0,0
186,0.16991116850832033,0.46679707295142014,0,0
148,0.07182774189393948,0.24988995169588002,1,1
136,0.01120348606530952,0.0215494766415375,1,1
184,0.2429046998826756,0.20483671476815357,1,1
110,0.8235890696917083,0.68049019621277,0,0
154,0.17581464706318572,0.08413470182410632,1,1
254,0.8840192577172398,0.6587313130278549,0,0
110,0.8235890696917083,0.68049019621277,0,0
264,0.7233678217869768,0.8396916169681932,0,0
88,0.14566607255308062,0.2066440037135846,0,1
266,0.11848398730842924,0.12095054266249061,1,1
192,0.01703860249432665,0.9777097042625071,0,0
142,0.4968525430015025,0.5930885375686544,0,0
28,0.701273617233248,0.1676029604043313,0,1
80,0.024044327167412116,0.2296423052922314,0,1
298,0.11995263135765322,0.14032054577175146,1,1
204,0.7851512371499222,0.13356761115169302,1,1
280,0.09154557778026284,0.6422408600019854,0,0
202,0.1556031548632698,0.847576597936945,0,0
188,0.13001048954005956,0.5384903632462572,0,0
2,0.44791979980060215,0.5215678131773184,1,0
60,0.2555470463650257,0.7562156460506588,1,0
238,0.28161150799896095,0.2625894601038208,0,0
196,0.19890666689344283,0.14938396479421245,1,1
54,0.5014738887016406,0.6857854504414365,1,0
58,0.9488936540796159,0.004626733445517783,0,1
184,0.2429046998826756,0.20483671476815357,1,1
66,0.17907652768537485,0.8349566351954396,1,0
52,0.2719278374246771,0.5468530845492777,1,0
146,0.06254653022966916,0.22297495824807512,1,1
4,0.9307729610869862,0.8900883067506515,1,0
246,0.31933024953544475,0.781621448412346,0,0
40,0.9202086322506912,0.6067561966156858,1,0
32,0.7062264858625882,0.12571439963003828,0,1
4,0.9307729610869862,0.8900883067506515,1,0
158,0.7782015678254757,0.9926728257034352,0,0
216,0.7875035828108031,0.20354174274502257,1,1
252,0.14058184109494154,0.7596164740893725,0,0
272,0.19807283877751392,0.5098963406925424,0,0
32,0.7062264858625882,0.12571439963003828,0,1
100,0.8660139862794075,0.5676536256200548,1,1
238,0.28161150799896095,0.2625894601038208,0,0
2,0.44791979980060215,0.5215678131773184,1,0
16,0.9448645291386913,0.7336036291623412,1,0
172,0.9191686886305998,0.6365897381171675,0,0
14,0.6308905941545847,0.9026286172291513,1,0
286,0.6935673532827562,0.2615651970011589,1,1
224,0.07895562714808257,0.8289246682400296,0,0
262,0.5988276605346023,0.49682426841070926,1,1
128,0.7289548844129679,0.5148265315100035,1,1
276,0.13889777103967804,0.40008811182488924,0,0
232,0.07383187256388046,0.11182282737101068,1,1
184,0.2429046998826756,0.20483671476815357,1,1
234,0.21444387792828123,0.41783226630655723,0,0
192,0.01703860249432665,0.9777097042625071,0,0
288,0.7558073247125338,0.6961698939639795,0,0
256,0.36786588829053113,0.11234409283886526,1,1
76,0.8978597303169521,0.9054730467657858,1,0
214,0.5877592354272737,0.734756394637586,0,0
222,0.8512774309357568,0.6890743263961122,0,0
18,0.07616900754057931,0.44263978685120675,1,0
144,0.2959744170692191,0.9275908051604583,0,0
118,0.8001111554969652,0.08302699694414073,1,1
0,0.020960225406117416,0.023552504269606533,0,1
262,0.5988276605346023,0.49682426841070926,1,1
40,0.9202086322506912,0.6067561966156858,1,0
258,0.6572855417491338,0.2557780228878952,1,1
202,0.1556031548632698,0.847576597936945,0,0
28,0.701273617233248,0.1676029604043313,0,1
214,0.5877592354272737,0.734756394637586,0,0
214,0.5877592354272737,0.734756394637586,0,0
222,0.8512774309357568,0.6890743263961122,0,0
22,0.3320191775455632,0.1469813995279532,0,1
278,0.9147193604352752,0.3594551008729968,1,1
34,0.7033197579781679,0.12611039444299788,0,1
84,0.7926854223570428,0.5354812109224188,0,1
236,0.7629463875627694,0.6688255572083407,0,0
178,0.6110360575087446,0.7498092035637739,0,0
172,0.9191686886305998,0.6365897381171675,0,0
222,0.8512774309357568,0.6890743263961122,0,0
208,0.06373439286187332,0.4494210417052549,0,0
252,0.14058184109494154,0.7596164740893725,0,0
290,0.1810897985364458,0.31761137539519646,0,0
242,0.11267703292356612,0.37640381146861723,0,0
196,0.19890666689344283,0.14938396479421245,1,1
96,0.6300640766411579,0.46488968292375543,1,1
260,0.5385745258637191,0.9475125287218711,0,0
280,0.09154557778026284,0.6422408600019854,0,0
106,0.8075775971047588,0.13007250415760707,1,1
216,0.7875035828108031,0.20354174274502257,1,1
154,0.17581464706318572,0.08413470182410632,1,1
246,0.31933024953544475,0.781621448412346,0,0
282,0.43849403500074624,0.14203426006397502,1,1
96,0.6300640766411579,0.46488968292375543,1,1
210,0.2298139800395419,0.25234925498584027,0,0
284,0.7066532799987084,0.6181553632321857,0,0
282,0.43849403500074624,0.14203426006397502,1,1
6,0.14067106021701203,0.3644395027287455,1,0
132,0.31845368366491755,0.7944985968188587,0,0
244,0.7702579851524385,0.9830223698031771,0,0
184,0.2429046998826756,0.20483671476815357,1,1
272,0.19807283877751392,0.5098963406925424,0,0
290,0.1810897985364458,0.31761137539519646,0,0
254,0.8840192577172398,0.6587313130278549,0,0
74,0.39895775370917164,0.9888704538749493,1,0
210,0.2298139800395419,0.25234925498584027,0,0
96,0.6300640766411579,0.46488968292375543,1,1
264,0.7233678217869768,0.8396916169681932,0,0
10,0.11287225032758108,0.189641167528792,0,1
278,0.9147193604352752,0.3594551008729968,1,1
266,0.11848398730842924,0.12095054266249061,1,1
154,0.17581464706318572,0.08413470182410632,1,1
186,0.16991116850832033,0.46679707295142014,0,0
122,0.31848873691996094,0.5511822065497508,0,0
60,0.2555470463650257,0.7562156460506588,1,0
62,0.755152080700534,0.875259542353152,1,0
28,0.701273617233248,0.1676029604043313,0,1
202,0.1556031548632698,0.847576597936945,0,0
250,0.8191363703341931,0.4909568834770861,1,1
178,0.6110360575087446,0.7498092035637739,0,0
246,0.31933024953544475,0.781621448412346,0,0
264,0.7233678217869768,0.8396916169681932,0,0
40,0.9202086322506912,0.6067561966156858,1,0
176,0.6332713570427713,0.5347361924176134,1,1
32,0.7062264858625882,0.12571439963003828,0,1
282,0.43849403500074624,0.14203426006397502,1,1
148,0.07182774189393948,0.24988995169588002,1,1
80,0.024044327167412116,0.2296423052922314,0,1
