,nets
0,201
1,75
2,297
3,4
4,38
5,88
6,50
7,153
8,185
9,233
10,111
11,94
12,286
13,84
14,183
15,199
16,194
17,90
18,239
19,123
20,34
21,127
22,172
23,1
24,96
25,300
26,8
27,141
28,198
29,195
30,175
31,20
32,277
33,11
34,161
35,98
36,61
37,209
38,290
39,64
40,166
41,261
42,160
43,204
44,87
45,284
46,211
47,53
48,115
49,40
50,27
51,238
52,242
53,130
54,7
55,219
56,163
57,299
58,128
59,213
60,139
61,125
62,58
63,168
64,240
65,76
66,30
67,85
68,70
69,146
70,133
71,298
72,5
73,184
74,234
75,188
76,276
