,nets
0,295
1,281
2,149
3,50
4,120
5,99
6,217
7,225
8,189
9,106
10,210
11,198
12,272
13,123
14,265
15,105
16,288
17,188
18,285
19,300
20,287
21,248
22,126
23,266
24,96
25,140
26,35
27,139
28,279
29,245
30,203
31,204
32,108
33,80
34,179
35,59
36,14
37,102
38,145
39,129
40,18
41,42
42,22
43,54
44,19
45,293
46,68
47,78
48,3
49,277
50,193
51,185
52,259
53,151
54,122
55,143
56,97
57,169
58,211
59,237
60,56
61,116
62,263
63,176
64,244
65,161
66,230
67,32
68,238
69,83
70,93
71,147
72,190
73,178
74,166
75,87
76,128
77,62
78,75
