,nets
0,187
1,55
2,123
3,175
4,250
5,173
6,31
7,266
8,297
9,2
10,56
11,214
12,138
13,164
14,137
15,293
16,198
17,237
18,98
19,99
20,64
21,136
22,140
23,170
24,186
25,240
26,134
27,100
28,35
29,40
30,191
31,221
32,111
33,105
34,57
35,284
36,280
37,178
38,119
39,300
40,177
41,144
42,87
43,217
44,204
45,143
46,213
47,116
48,26
49,242
50,125
51,58
52,95
53,75
54,101
55,37
56,39
57,265
58,27
59,236
60,271
61,38
62,124
63,183
64,273
65,107
66,130
67,20
68,112
69,63
70,50
71,196
72,161
73,210
74,172
75,254
76,260
77,117
78,59
79,261
80,202
81,257
82,152
83,169
84,17
85,62
86,282
87,288
88,110
89,93
90,212
