,nets
0,80
1,220
2,257
3,279
4,300
5,21
6,221
7,125
8,92
9,58
10,197
11,67
12,96
13,190
14,171
15,89
16,187
17,84
18,149
19,1
20,184
21,216
22,51
23,130
24,287
25,18
26,111
27,148
28,150
29,124
30,97
31,265
32,224
33,105
34,291
35,245
36,277
37,247
38,209
39,189
40,50
41,53
42,114
43,272
44,62
45,143
46,182
47,205
48,263
49,127
50,278
51,115
52,13
53,83
54,202
55,160
56,256
57,116
58,73
59,280
60,128
61,285
62,214
63,39
64,99
65,119
66,268
67,140
68,290
69,226
70,94
71,259
72,72
73,118
74,126
75,252
76,170
77,217
78,218
79,87
80,19
81,222
82,186
83,70
84,154
85,123
86,12
87,228
88,2
