,nets
0,88
1,172
2,20
3,50
4,10
5,222
6,185
7,176
8,265
9,17
10,86
11,212
12,193
13,148
14,71
15,257
16,134
17,298
18,33
19,74
20,93
21,273
22,32
23,87
24,72
25,169
26,108
27,247
28,63
29,24
30,26
31,56
32,208
33,275
34,216
35,188
36,183
37,157
38,166
39,248
40,164
41,123
42,49
43,226
44,165
45,116
46,40
47,73
48,45
49,293
50,28
51,143
52,25
53,128
54,270
55,22
56,138
57,289
58,41
59,154
60,107
61,150
62,34
63,84
64,234
65,91
66,118
67,142
68,58
69,94
70,132
71,286
72,218
73,167
74,171
75,60
76,268
77,103
78,263
79,282
80,187
81,101
