,nets
0,191
1,245
2,3
3,174
4,248
5,280
6,61
7,233
8,134
9,19
10,145
11,2
12,195
13,278
14,79
15,235
16,35
17,122
18,109
19,219
20,161
21,133
22,211
23,226
24,16
25,252
26,48
27,137
28,9
29,102
30,74
31,166
32,180
33,103
34,236
35,66
36,58
37,80
38,197
39,170
40,289
41,73
42,265
43,227
44,41
45,294
46,65
47,156
48,44
49,249
50,187
51,52
52,250
53,216
54,196
55,17
56,70
57,95
58,238
59,296
60,194
61,182
62,116
63,270
64,165
65,12
66,88
67,179
68,51
69,71
70,14
71,198
72,127
73,285
74,75
75,4
76,230
77,47
78,77
79,258
80,297
81,125
82,50
83,120
84,22
85,263
86,63
87,93
