,nets
0,293
1,10
2,92
3,111
4,245
5,291
6,117
7,113
8,55
9,225
10,240
11,146
12,172
13,14
14,185
15,25
16,53
17,141
18,176
19,126
20,184
21,128
22,136
23,60
24,238
25,205
26,193
27,226
28,80
29,144
30,139
31,64
32,100
33,209
34,243
35,169
36,86
37,75
38,131
39,239
40,8
41,133
42,138
43,137
44,3
45,231
46,179
47,19
48,23
49,118
50,49
51,132
52,17
53,251
54,91
55,45
56,252
57,4
58,85
59,2
60,21
61,105
62,59
63,54
64,143
65,82
66,207
67,223
68,267
69,290
70,183
71,134
72,182
73,218
74,37
75,195
76,247
77,202
78,272
79,198
80,300
81,237
82,201
83,204
84,256
85,157
86,165
87,260
88,210
89,214
90,299
91,279
92,51
93,153
94,50
95,294
96,258
97,94
