,nets
0,180
1,169
2,133
3,2
4,184
5,51
6,254
7,41
8,191
9,233
10,232
11,52
12,207
13,211
14,185
15,295
16,85
17,214
18,81
19,65
20,84
21,3
22,121
23,208
24,156
25,45
26,224
27,5
28,231
29,22
30,177
31,137
32,204
33,294
34,290
35,120
36,67
37,282
38,284
39,44
40,255
41,166
42,248
43,259
44,213
45,186
46,127
47,241
48,287
49,53
50,256
51,198
52,9
53,135
54,197
55,298
56,300
57,108
58,146
59,234
60,246
61,154
62,47
63,229
64,289
65,17
66,55
67,93
68,227
69,91
70,183
71,292
72,25
73,176
74,279
75,113
76,69
77,59
78,102
79,119
80,235
81,149
82,117
83,131
84,86
85,265
86,258
87,218
88,104
89,174
90,209
91,164
92,142
93,212
94,6
95,157
96,182
