,nets
0,276
1,196
2,273
3,197
4,129
5,203
6,104
7,53
8,3
9,115
10,297
11,154
12,135
13,6
14,147
15,201
16,298
17,142
18,198
19,148
20,31
21,237
22,158
23,33
24,145
25,287
26,217
27,164
28,299
29,10
30,71
31,21
32,253
33,32
34,179
35,140
36,42
37,30
38,88
39,141
40,296
41,41
42,163
43,207
44,228
45,132
46,146
47,280
48,63
49,193
50,194
51,246
52,45
53,96
54,224
55,283
56,167
57,25
58,85
59,56
60,185
61,247
62,89
63,57
64,278
65,144
66,216
67,86
68,211
69,227
70,190
71,161
72,55
73,264
74,223
75,121
76,90
77,153
78,274
79,79
80,108
81,277
82,93
