,nets
0,11
1,212
2,148
3,65
4,99
5,162
6,250
7,44
8,246
9,276
10,119
11,90
12,23
13,109
14,209
15,300
16,260
17,152
18,279
19,45
20,69
21,3
22,257
23,95
24,178
25,68
26,285
27,10
28,28
29,108
30,237
31,210
32,140
33,215
34,222
35,278
36,25
37,12
38,135
39,206
40,274
41,177
42,299
43,125
44,189
45,115
46,259
47,289
48,234
49,126
50,292
51,26
52,290
53,89
54,248
55,64
56,60
57,55
58,283
59,22
60,295
61,277
62,245
63,185
64,202
65,107
66,216
67,79
68,105
69,41
70,31
71,117
72,144
73,74
74,6
75,160
76,179
77,186
78,281
79,244
80,128
81,149
82,73
83,184
84,42
85,271
86,218
87,116
88,241
89,72
90,77
91,39
