,nets
0,88
1,258
2,17
3,192
4,284
5,171
6,7
7,49
8,272
9,226
10,83
11,215
12,250
13,166
14,82
15,105
16,36
17,22
18,112
19,280
20,94
21,148
22,40
23,63
24,220
25,146
26,219
27,264
28,204
29,54
30,239
31,143
32,42
33,172
34,216
35,252
36,2
37,61
38,96
39,43
40,174
41,225
42,19
43,152
44,129
45,203
46,118
47,70
48,59
49,244
50,5
51,128
52,150
53,262
54,89
55,170
56,175
57,11
58,84
59,210
60,140
61,37
62,167
63,185
64,123
65,79
66,39
67,230
68,85
69,267
70,71
71,206
72,161
73,179
74,45
75,62
76,132
77,55
78,144
79,162
80,90
81,16
82,106
83,131
84,223
85,58
86,47
87,122
88,139
89,232
