,nets
0,230
1,57
2,286
3,89
4,228
5,153
6,142
7,232
8,243
9,288
10,148
11,155
12,17
13,21
14,168
15,111
16,169
17,74
18,183
19,37
20,124
21,11
22,187
23,126
24,182
25,147
26,10
27,241
28,198
29,97
30,253
31,172
32,251
33,231
34,33
35,267
36,85
37,98
38,44
39,189
40,181
41,93
42,154
43,215
44,55
45,206
46,129
47,26
48,221
49,254
50,248
51,88
52,42
53,109
54,15
55,163
56,216
57,56
58,139
59,256
60,72
61,138
62,81
63,46
64,166
65,130
66,105
67,66
68,179
69,236
70,3
71,151
72,115
73,13
74,41
75,218
76,202
77,287
78,12
79,250
80,239
81,159
82,77
83,134
84,128
85,208
86,123
87,68
88,143
89,76
90,272
91,144
92,67
93,213
94,137
95,65
