,nets
0,144
1,51
2,262
3,129
4,110
5,157
6,44
7,43
8,271
9,185
10,81
11,248
12,173
13,62
14,198
15,95
16,92
17,154
18,250
19,60
20,39
21,192
22,132
23,201
24,84
25,235
26,266
27,258
28,116
29,134
30,237
31,246
32,48
33,58
34,291
35,70
36,275
37,54
38,232
39,9
40,290
41,141
42,195
43,239
44,123
45,41
46,34
47,233
48,93
49,259
50,167
51,218
52,212
53,117
54,253
55,76
56,244
57,46
58,228
59,16
60,135
61,35
62,286
63,221
64,254
65,94
66,207
67,252
68,99
69,140
70,53
71,118
72,251
73,19
74,136
75,296
76,181
77,158
78,281
79,274
80,165
81,241
82,257
83,24
84,277
85,37
86,101
87,131
88,15
89,256
90,153
91,61
92,238
93,268
