,nets
0,191
1,172
2,163
3,216
4,165
5,248
6,82
7,114
8,134
9,98
10,25
11,184
12,121
13,14
14,190
15,72
16,112
17,239
18,277
19,1
20,232
21,223
22,196
23,183
24,47
25,203
26,280
27,33
28,97
29,181
30,194
31,287
32,226
33,41
34,144
35,117
36,124
37,147
38,128
39,125
40,262
41,174
42,270
43,38
44,214
45,99
46,52
47,42
48,291
49,152
50,267
51,70
52,162
53,228
54,53
55,58
56,212
57,283
58,91
59,61
60,34
61,130
62,35
63,218
64,246
65,73
66,149
67,129
68,17
69,265
70,293
71,158
72,133
73,4
74,29
75,65
76,185
77,32
78,44
79,221
80,186
81,2
82,219
83,200
84,148
85,40
86,105
87,171
88,182
89,89
90,244
91,31
92,299
93,56
94,132
