,nets
0,79
1,92
2,83
3,121
4,9
5,159
6,77
7,295
8,108
9,168
10,211
11,132
12,158
13,40
14,276
15,252
16,238
17,199
18,259
19,266
20,62
21,287
22,102
23,207
24,217
25,39
26,70
27,138
28,146
29,272
30,95
31,298
32,69
33,179
34,185
35,285
36,147
37,281
38,269
39,180
40,222
41,150
42,81
43,268
44,136
45,170
46,218
47,273
48,226
49,98
50,53
51,267
52,208
53,10
54,27
55,11
56,2
57,256
58,165
59,274
60,86
61,106
62,47
63,171
64,279
65,75
66,122
67,288
68,294
69,103
70,278
71,14
72,63
73,76
74,236
75,243
76,216
77,56
78,242
79,292
80,182
81,290
82,118
83,197
84,90
85,68
86,247
87,162
88,139
89,175
90,134
91,198
92,23
93,142
94,91
95,203
96,248
97,113
98,153
