,Unnamed: 0,x,y,class,realclass
46,46,0.6681552358686719,0.43216195989740336,0,1
74,74,0.3989577537091717,0.9888704538749492,0,0
208,208,0.06373439286187332,0.4494210417052549,0,0
124,124,0.8490165086112005,0.5400984871261633,1,1
174,174,0.9589815068811964,0.58917932786479,1,1
220,220,0.7736533783977599,0.11804261767900948,1,1
30,30,0.028406023241866807,0.6606277463699036,1,0
98,98,0.7360628192277092,0.11298316278759425,1,1
218,218,0.3392944139378405,0.6687492734961009,0,0
166,166,0.2810706564264851,0.987309807976851,0,0
86,86,0.975774481750084,0.4938738262088926,1,1
54,54,0.5014738887016406,0.6857854504414365,1,0
166,166,0.2810706564264851,0.987309807976851,0,0
30,30,0.028406023241866807,0.6606277463699036,1,0
262,262,0.5988276605346023,0.4968242684107093,1,1
248,248,0.6605199825386454,0.9958465332162224,0,0
94,94,0.8473875895186477,0.031624637048904725,1,1
294,294,0.030823635253108606,0.6680527193194903,0,0
70,70,0.06203326777409135,0.6519463763828255,0,0
126,126,0.2266001240055151,0.6060698069401663,0,0
228,228,0.640158398178649,0.07378715420281677,1,1
24,24,0.4376553290522922,0.5668496901488428,1,0
0,0,0.020960225406117416,0.02355250426960653,0,1
280,280,0.09154557778026284,0.6422408600019854,0,0
120,120,0.7737893602916518,0.7304841788882583,0,0
22,22,0.3320191775455632,0.1469813995279532,0,1
46,46,0.6681552358686719,0.43216195989740336,0,1
188,188,0.13001048954005956,0.5384903632462572,0,0
146,146,0.06254653022966916,0.22297495824807512,1,1
150,150,0.9918999557552668,0.6737247713105368,0,0
158,158,0.7782015678254757,0.9926728257034352,0,0
252,252,0.14058184109494154,0.7596164740893725,0,0
238,238,0.2816115079989609,0.2625894601038208,0,0
10,10,0.11287225032758108,0.18964116752879198,0,1
154,154,0.17581464706318572,0.08413470182410633,1,1
134,134,0.5064476986467743,0.5253694306557345,0,0
84,84,0.7926854223570428,0.5354812109224188,1,1
140,140,0.6811053320620737,0.3715549236243649,1,1
116,116,0.9635873290356904,0.25318694282332,1,1
34,34,0.7033197579781679,0.12611039444299788,0,1
106,106,0.8075775971047588,0.13007250415760707,1,1
210,210,0.2298139800395419,0.2523492549858403,0,0
104,104,0.8465615080072596,0.9059366223738295,0,0
234,234,0.21444387792828126,0.4178322663065572,0,0
294,294,0.030823635253108606,0.6680527193194903,0,0
296,296,0.3199764651263568,0.7594534405909926,0,0
78,78,0.172100646942701,0.8806622346887072,0,0
286,286,0.6935673532827562,0.2615651970011589,1,1
118,118,0.8001111554969652,0.08302699694414073,1,1
132,132,0.31845368366491755,0.7944985968188587,0,0
174,174,0.9589815068811964,0.58917932786479,1,1
286,286,0.6935673532827562,0.2615651970011589,1,1
58,58,0.948893654079616,0.0046267334455177824,0,1
240,240,0.6509303884609012,0.5365565146046877,1,1
264,264,0.7233678217869768,0.8396916169681932,0,0
20,20,0.07008015635852494,0.5054617909872473,1,0
220,220,0.7736533783977599,0.11804261767900948,1,1
116,116,0.9635873290356904,0.25318694282332,1,1
170,170,0.298547723414104,0.01615660480240355,1,1
26,26,0.473397081648166,0.9795498501702998,1,0
18,18,0.07616900754057931,0.4426397868512068,1,0
20,20,0.07008015635852494,0.5054617909872473,1,0
204,204,0.7851512371499222,0.13356761115169302,1,1
74,74,0.3989577537091717,0.9888704538749492,0,0
66,66,0.17907652768537485,0.8349566351954396,0,0
34,34,0.7033197579781679,0.12611039444299788,0,1
166,166,0.2810706564264851,0.987309807976851,0,0
124,124,0.8490165086112005,0.5400984871261633,1,1
186,186,0.16991116850832033,0.4667970729514202,0,0
94,94,0.8473875895186477,0.031624637048904725,1,1
