,Unnamed: 0,x,y,class,realclass
54,54,0.5014738887016406,0.9589815068811964,0,0
34,34,0.7033197579781679,0.17581464706318572,0,1
58,58,0.948893654079616,0.6110360575087446,1,1
22,22,0.3320191775455632,0.4968525430015025,1,0
102,102,0.4713286408490993,0.8512774309357568,0,0
24,24,0.4376553290522922,0.2959744170692191,1,0
106,106,0.8075775971047588,0.7292583276819877,0,0
70,70,0.06203326777409135,0.4629425414683851,0,0
10,10,0.11287225032758108,0.8088336208496899,1,0
30,30,0.028406023241866807,0.9918999557552668,1,0
108,108,0.6103767287124373,0.640158398178649,0,0
4,4,0.9307729610869862,0.8490165086112005,1,0
34,34,0.7033197579781679,0.17581464706318572,0,1
50,50,0.2624955090882962,0.298547723414104,0,0
54,54,0.5014738887016406,0.9589815068811964,0,0
112,112,0.3713402651798032,0.07383187256388046,1,1
0,0,0.020960225406117416,0.7737893602916518,1,0
28,28,0.7012736172332479,0.07182774189393948,0,1
92,92,0.1588679040985248,0.5864176206842636,0,0
22,22,0.3320191775455632,0.4968525430015025,1,0
36,36,0.4082342548346405,0.4392908274577096,0,0
56,56,0.3622233338816463,0.6332713570427713,0,0
100,100,0.8660139862794075,0.7736533783977599,0,0
86,86,0.975774481750084,0.1718836978822672,1,1
24,24,0.4376553290522922,0.2959744170692191,1,0
12,12,0.3873081336593579,0.31845368366491755,1,0
52,52,0.2719278374246771,0.9191686886305998,0,0
114,114,0.8940072537154929,0.21444387792828126,1,1
10,10,0.11287225032758108,0.8088336208496899,1,0
26,26,0.473397081648166,0.06254653022966916,0,1
62,62,0.755152080700534,0.9777708116902456,0,0
80,80,0.02404432716741212,0.3136361609077407,1,1
48,48,0.5359957138140486,0.27891151502184885,1,1
34,34,0.7033197579781679,0.17581464706318572,0,1
38,38,0.621758183507342,0.7782015678254757,0,0
58,58,0.948893654079616,0.6110360575087446,1,1
76,76,0.8978597303169521,0.19890666689344286,1,1
44,44,0.0155030510401023,0.2485798307445116,1,1
82,82,0.2564800508545525,0.1556031548632698,1,1
92,92,0.1588679040985248,0.5864176206842636,0,0
40,40,0.9202086322506912,0.4136126112071822,1,1
100,100,0.8660139862794075,0.7736533783977599,0,0
40,40,0.9202086322506912,0.4136126112071822,1,1
98,98,0.7360628192277092,0.3392944139378405,1,1
76,76,0.8978597303169521,0.19890666689344286,1,1
56,56,0.3622233338816463,0.6332713570427713,0,0
16,16,0.9448645291386912,0.01120348606530952,0,1
58,58,0.948893654079616,0.6110360575087446,1,1
18,18,0.07616900754057931,0.5769339100426898,1,0
108,108,0.6103767287124373,0.640158398178649,0,0
16,16,0.9448645291386912,0.01120348606530952,0,1
42,42,0.26964017531849394,0.6030272800276109,0,0
60,60,0.2555470463650257,0.19762916874304204,1,1
96,96,0.6300640766411579,0.7875035828108031,0,0
86,86,0.975774481750084,0.1718836978822672,1,1
22,22,0.3320191775455632,0.4968525430015025,1,0
30,30,0.028406023241866807,0.9918999557552668,1,0
24,24,0.4376553290522922,0.2959744170692191,1,0
24,24,0.4376553290522922,0.2959744170692191,1,0
98,98,0.7360628192277092,0.3392944139378405,1,1
