,nets
0,55
1,18
2,125
3,47
4,52
5,54
6,33
7,135
8,264
9,26
10,292
11,20
12,63
13,136
14,174
15,165
16,170
17,12
18,131
19,32
20,81
21,297
22,225
23,205
24,295
25,99
26,169
27,296
28,226
29,5
30,42
31,227
32,287
33,213
34,249
35,272
36,173
37,38
38,233
39,57
40,149
41,59
42,80
43,144
44,9
45,121
46,75
47,221
48,11
49,291
50,84
51,288
52,166
53,199
54,208
55,16
56,273
57,257
58,35
59,96
60,129
61,158
62,79
63,46
64,277
65,10
66,155
67,146
68,137
69,101
70,22
71,241
72,265
73,219
74,41
75,184
76,262
77,28
78,290
79,3
80,100
81,119
