,nets
0,195
1,62
2,266
3,38
4,265
5,170
6,196
7,240
8,84
9,68
10,172
11,23
12,261
13,174
14,148
15,281
16,153
17,105
18,106
19,74
20,184
21,95
22,128
23,203
24,262
25,118
26,299
27,263
28,4
29,61
30,51
31,82
32,201
33,124
34,14
35,40
36,180
37,241
38,229
39,178
40,70
41,147
42,136
43,200
44,18
45,35
46,13
47,161
48,211
49,75
50,188
51,274
52,294
53,175
54,11
55,256
56,193
57,125
58,198
59,91
60,36
61,186
62,207
63,238
64,32
65,37
66,191
67,119
68,112
69,158
70,288
71,104
72,145
73,255
74,12
75,212
76,123
77,94
78,157
79,278
80,47
81,167
82,149
83,168
84,115
85,271
86,146
87,150
88,93
89,245
90,142
91,141
92,133
93,29
94,293
