,nets
0,3
1,234
2,50
3,235
4,6
5,175
6,261
7,150
8,95
9,187
10,277
11,227
12,196
13,183
14,96
15,243
16,18
17,168
18,122
19,148
20,233
21,213
22,270
23,69
24,158
25,118
26,52
27,247
28,111
29,160
30,240
31,152
32,127
33,57
34,121
35,51
36,2
37,200
38,82
39,254
40,70
41,193
42,178
43,105
44,199
45,49
46,16
47,283
48,27
49,210
50,266
51,237
52,249
53,38
54,45
55,75
56,107
57,206
58,282
59,197
60,257
61,42
62,294
63,113
64,276
65,124
66,194
67,272
68,31
69,293
70,33
71,30
72,8
73,85
74,92
75,298
76,61
77,256
78,79
79,140
80,34
81,192
82,164
83,115
84,222
85,102
86,65
87,67
88,182
89,223
90,88
91,103
92,138
93,295
94,86
95,13
96,26
97,71
98,161
