,nets
0,56
1,100
2,235
3,294
4,82
5,146
6,154
7,256
8,35
9,144
10,141
11,278
12,61
13,87
14,43
15,79
16,2
17,289
18,207
19,284
20,169
21,152
22,96
23,24
24,288
25,170
26,151
27,176
28,221
29,285
30,266
31,123
32,183
33,192
34,239
35,36
36,251
37,122
38,257
39,167
40,119
41,32
42,135
43,193
44,27
45,110
46,245
47,89
48,65
49,69
50,18
51,281
52,75
53,210
54,111
55,44
56,116
57,262
58,73
59,31
60,91
61,291
62,37
63,189
64,227
65,48
66,68
67,138
68,84
69,108
70,29
71,244
72,83
73,147
74,160
75,30
76,88
77,180
78,17
79,213
80,14
81,300
82,26
83,234
