,nets
0,285
1,71
2,213
3,241
4,270
5,26
6,269
7,279
8,88
9,61
10,194
11,65
12,139
13,116
14,78
15,96
16,117
17,155
18,113
19,203
20,135
21,204
22,229
23,264
24,256
25,90
26,63
27,72
28,69
29,59
30,254
31,121
32,67
33,199
34,75
35,120
36,132
37,225
38,283
39,51
40,80
41,37
42,84
43,142
44,49
45,22
46,12
47,133
48,118
49,176
50,289
51,86
52,74
53,97
54,147
55,188
56,58
57,2
58,196
59,13
60,252
61,91
62,211
63,53
64,295
65,288
66,286
67,33
68,164
69,145
70,232
71,167
72,174
73,267
74,153
75,25
76,251
77,16
78,246
79,169
80,156
