,nets
0,194
1,134
2,129
3,111
4,208
5,102
6,80
7,265
8,195
9,173
10,45
11,196
12,46
13,217
14,37
15,178
16,180
17,126
18,149
19,32
20,107
21,24
22,84
23,13
24,41
25,63
26,7
27,282
28,211
29,58
30,177
31,272
32,199
33,193
34,87
35,19
36,8
37,56
38,2
39,226
40,114
41,94
42,93
43,85
44,33
45,48
46,113
47,15
48,181
49,73
50,294
51,43
52,251
53,223
54,286
55,51
56,76
57,66
58,278
59,270
60,243
61,213
62,285
63,209
64,222
65,4
66,163
67,191
68,40
69,248
70,263
71,168
72,18
73,5
74,261
75,297
76,35
77,174
78,154
79,25
80,232
81,11
82,89
83,17
84,283
85,238
86,207
87,99
88,190
