,nets
0,71
1,169
2,185
3,164
4,205
5,41
6,187
7,280
8,26
9,244
10,134
11,113
12,135
13,36
14,159
15,182
16,212
17,115
18,200
19,183
20,27
21,253
22,158
23,181
24,163
25,30
26,45
27,262
28,114
29,76
30,119
31,13
32,247
33,236
34,157
35,31
36,258
37,81
38,14
39,265
40,238
41,144
42,211
43,154
44,160
45,7
46,11
47,225
48,196
49,296
50,231
51,227
52,33
53,249
54,246
55,131
56,4
57,239
58,293
59,178
60,268
61,17
62,57
63,220
64,151
65,282
66,104
67,161
68,127
69,174
70,215
71,235
72,156
73,132
74,9
75,59
76,85
77,165
78,52
79,46
80,42
81,180
82,290
83,214
84,63
85,276
86,2
87,279
88,88
89,16
90,12
91,96
92,216
93,155
94,65
95,294
96,35
97,241
