,nets
0,231
1,177
2,211
3,68
4,111
5,244
6,31
7,206
8,197
9,15
10,251
11,86
12,223
13,85
14,81
15,94
16,147
17,9
18,148
19,6
20,234
21,25
22,142
23,61
24,158
25,103
26,93
27,115
28,255
29,140
30,289
31,188
32,193
33,214
34,300
35,138
36,166
37,26
38,291
39,283
40,178
41,65
42,33
43,245
44,23
45,45
46,18
47,57
48,282
49,141
50,113
51,213
52,137
53,151
54,259
55,247
56,16
57,233
58,56
59,89
60,220
61,96
62,84
63,243
64,105
65,10
66,167
67,7
68,237
69,293
70,258
71,296
72,265
73,38
74,162
75,152
76,254
77,72
78,30
79,131
80,19
81,174
82,266
83,286
84,281
85,67
86,226
87,198
88,261
89,262
90,12
91,8
