,nets
0,273
1,237
2,54
3,80
4,92
5,199
6,11
7,214
8,271
9,18
10,130
11,263
12,168
13,2
14,171
15,280
16,154
17,148
18,147
19,128
20,156
21,122
22,159
23,69
24,162
25,229
26,265
27,107
28,142
29,103
30,126
31,236
32,176
33,25
34,175
35,291
36,78
37,62
38,195
39,296
40,56
41,169
42,36
43,124
44,16
45,10
46,5
47,113
48,34
49,177
50,160
51,67
52,167
53,47
54,46
55,278
56,274
57,173
58,121
59,4
60,101
61,270
62,200
63,49
64,235
65,7
66,182
67,289
68,123
69,45
70,233
71,158
72,93
73,24
74,213
75,82
76,257
