,nets
0,254
1,47
2,115
3,267
4,190
5,293
6,273
7,34
8,295
9,169
10,232
11,122
12,51
13,138
14,70
15,259
16,30
17,231
18,74
19,215
20,37
21,233
22,1
23,241
24,278
25,123
26,154
27,14
28,288
29,56
30,94
31,110
32,201
33,91
34,276
35,225
36,23
37,68
38,65
39,100
40,248
41,246
42,266
43,229
44,177
45,55
46,208
47,234
48,121
49,180
50,155
51,96
52,164
53,35
54,212
55,19
56,260
57,63
58,191
59,10
60,79
61,128
62,222
63,16
64,188
65,228
66,18
67,176
68,13
69,66
70,168
71,148
72,153
73,131
74,141
75,134
76,216
77,33
78,146
79,244
80,124
81,27
82,265
83,268
84,22
85,82
86,104
87,272
88,158
89,29
