,nets
0,2
1,209
2,4
3,33
4,265
5,161
6,212
7,88
8,267
9,289
10,47
11,43
12,255
13,19
14,52
15,170
16,153
17,300
18,109
19,104
20,48
21,29
22,188
23,185
24,193
25,9
26,268
27,166
28,231
29,184
30,223
31,16
32,120
33,200
34,146
35,106
36,147
37,186
38,14
39,278
40,51
41,172
42,156
43,256
44,13
45,183
46,252
47,167
48,143
49,250
50,169
51,21
52,254
53,5
54,60
55,86
56,8
57,294
58,87
59,56
60,151
61,96
62,17
63,180
64,40
65,42
66,149
67,140
68,116
69,264
70,174
71,93
72,92
73,73
74,205
75,181
76,136
77,236
