,nets
0,116
1,244
2,194
3,134
4,26
5,199
6,268
7,18
8,62
9,290
10,132
11,297
12,7
13,115
14,84
15,105
16,8
17,120
18,4
19,13
20,76
21,174
22,168
23,201
24,225
25,175
26,93
27,208
28,91
29,161
30,90
31,107
32,42
33,163
34,235
35,122
36,259
37,114
38,67
39,94
40,186
41,172
42,182
43,275
44,14
45,169
46,249
47,66
48,78
49,101
50,283
51,193
52,257
53,111
54,19
55,196
56,229
57,137
58,149
59,141
60,207
61,6
62,203
63,271
64,292
65,3
66,31
67,88
68,294
69,15
70,81
71,125
72,138
73,25
74,165
75,109
76,230
77,87
78,12
79,121
80,119
81,92
82,187
83,232
84,262
85,86
86,300
87,98
88,202
89,221
90,27
91,180
92,291
93,130
94,106
95,260
