,nets
0,216
1,209
2,233
3,38
4,1
5,63
6,70
7,165
8,112
9,260
10,7
11,234
12,187
13,49
14,224
15,40
16,277
17,227
18,52
19,105
20,138
21,195
22,39
23,26
24,106
25,177
26,170
27,53
28,237
29,79
30,232
31,116
32,284
33,18
34,16
35,285
36,32
37,183
38,288
39,248
40,194
41,111
42,46
43,211
44,107
45,58
46,57
47,298
48,64
49,191
50,44
51,157
52,141
53,293
54,136
55,200
56,91
57,50
58,175
59,146
60,137
61,254
62,174
63,180
64,225
65,207
66,2
67,203
68,65
69,296
70,45
71,78
72,190
73,226
74,185
75,119
76,166
77,218
78,114
79,258
80,156
81,219
82,245
83,261
84,80
85,229
86,176
87,148
