,nets
0,56
1,29
2,273
3,163
4,69
5,17
6,154
7,203
8,104
9,264
10,88
11,173
12,80
13,1
14,122
15,244
16,116
17,71
18,170
19,223
20,220
21,212
22,76
23,250
24,107
25,290
26,247
27,259
28,137
29,151
30,123
31,34
32,239
33,57
34,177
35,281
36,178
37,77
38,2
39,296
40,15
41,96
42,73
43,150
44,276
45,109
46,52
47,120
48,198
49,234
50,230
51,252
52,60
53,261
54,289
55,89
56,176
57,209
58,91
59,161
60,299
61,25
62,195
63,208
64,97
65,93
66,135
67,86
68,8
69,224
70,280
71,138
72,295
73,142
74,189
75,6
76,218
77,72
78,294
79,125
80,197
81,103
82,59
83,297
84,38
85,23
