,nets
0,188
1,234
2,162
3,203
4,182
5,45
6,126
7,4
8,14
9,153
10,142
11,169
12,226
13,67
14,149
15,128
16,155
17,77
18,295
19,59
20,23
21,283
22,192
23,2
24,297
25,15
26,88
27,183
28,151
29,72
30,157
31,154
32,246
33,93
34,52
35,91
36,40
37,94
38,278
39,89
40,44
41,159
42,10
43,11
44,97
45,243
46,170
47,245
48,190
49,199
50,260
51,35
52,103
53,253
54,287
55,64
56,211
57,215
58,57
59,221
60,134
61,12
62,70
63,175
64,18
65,43
66,227
67,258
68,279
69,259
70,8
71,185
72,21
73,172
74,69
75,95
76,148
77,233
78,280
79,270
80,102
81,85
82,146
83,141
84,294
85,288
86,25
87,212
88,284
89,42
90,132
91,62
92,125
