,nets
0,98
1,117
2,185
3,165
4,244
5,256
6,175
7,119
8,184
9,163
10,152
11,89
12,105
13,222
14,179
15,60
16,181
17,249
18,129
19,281
20,87
21,183
22,123
23,63
24,93
25,51
26,211
27,6
28,57
29,202
30,68
31,65
32,277
33,97
34,251
35,45
36,19
37,290
38,30
39,7
40,156
41,215
42,31
43,139
44,259
45,237
46,220
47,106
48,20
49,193
50,56
51,46
52,137
53,12
54,253
55,282
56,171
57,276
58,82
59,41
60,226
61,254
62,201
63,250
64,224
65,120
66,289
67,180
68,204
69,212
70,122
71,118
72,124
73,84
74,168
75,272
