,nets
0,117
1,74
2,63
3,168
4,24
5,10
6,280
7,202
8,65
9,278
10,195
11,141
12,149
13,81
14,271
15,234
16,113
17,262
18,142
19,152
20,174
21,281
22,242
23,190
24,151
25,292
26,114
27,163
28,206
29,150
30,245
31,109
32,61
33,293
34,155
35,239
36,94
37,261
38,169
39,175
40,17
41,210
42,84
43,268
44,148
45,199
46,111
47,240
48,295
49,67
50,298
51,270
52,218
53,58
54,208
55,266
56,296
57,200
58,188
59,130
60,33
61,49
62,116
63,72
64,178
65,11
66,78
67,99
68,213
69,128
70,233
71,177
72,161
73,185
74,166
75,15
76,192
77,5
78,69
79,157
